30/09/2022,context,change_to,typo,suggestions_01,suggestions_02,suggestions_03,suggestions_04,suggestions_05,suggestions_06,suggestions_07,suggestions_08,suggestions_09,suggestions_10,suggestions_11,suggestions_12,suggestions_13,suggestions_14,suggestions_15
6345,y <<TH>>e law.'' ''I have no idea why,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,p your girlfriend is not.'' I <<TH>>ink also that it is not possib,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,le to compare <<TH>>e life of the lover with that of the mothe,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ven if a person cannot save ei<<TH>>er life in the emergency situa,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"tion, <<TH>>e person should not be judged",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,or o<<TH>>er people cannot judge the person because nobody is bad,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,. I <<TH>>ink that the argument was caused by the d,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ifference in <<TH>>e each person's recognition to,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>e equality right. So I would l,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ike to give some examples of o<<TH>>er countries' constitutions wh,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ich prescribe what <<TH>>e equality right is. The first,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,example is Basic Law for <<TH>>e Federal Republic of Germany.,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"In <<TH>>e Basic Law, the universal content that all p",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"eople are equal under <<TH>>e law is defined, and it shall",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,fer a disadvantage and to get <<TH>>e preferential treatment becau,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"political views. In addition, <<TH>>e equality of men and women ha",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ve been clearly specified in <<TH>>e Basic Law. The second exampl,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"e is Brazil Constitution. In <<TH>>e constitution, it is said tha",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,t all of <<TH>>e people are equal before the,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,law wi<<TH>>out any kind of discrimination,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ety and property rights under <<TH>>e following provisions for Bra,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,and foreigners to emigrate to <<TH>>e country. 1. In accordance wi,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"<<TH>> the provisions of this Constitution, men and women",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ions.... The final example is <<TH>>e United States Constitution.,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,In <<TH>>e Fourteenth Amendment to the United State,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"s Constitution, <<TH>>e content about the right of e",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ersons born or naturalized in <<TH>>e United States, and subject t",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"o <<TH>>e jurisdiction thereof, are citizens of the Uni",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ted States and <<TH>>e State wherein they reside. N,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,e any law which shall abridge <<TH>>e privileges or immunities of,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,citizens of <<TH>>e United States; nor shall any,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"life, liberty, or property, wi<<TH>>out due process of law; nor de",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ny to any person wi<<TH>>in its jurisdiction the equal,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,protection of <<TH>>e laws. Since I mentioned some,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,of <<TH>>e constitutional items regardi,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ng equality of o<<TH>>er countries as above, next, I",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,like to pick up an item about <<TH>>e equality of the Japanese Con,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,stitution. According to <<TH>>e provisions of the Constituti,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"on of Japan, 1. All of <<TH>>e people is an equality under",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"<<TH>>e law, race, creed, gender, by",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"recognized. 3. honor, awarded <<TH>>e Medal other honors is not ac",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ard of honor is, actually has <<TH>>is, or only one generation of",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>e future which is person who r,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,section is intended to define <<TH>>e so-called equality under the,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"mental human rights coupled wi<<TH>>, and is intended to constitut",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"e one of <<TH>>e principles of the Constitution, respect for ba",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"sic human rights is, whereas <<TH>>e meaning inherently guarantee",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"sed by each person, and under <<TH>>e law equality is to intended",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,to ensure <<TH>>e sufficient rights even in co,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,mparison wi<<TH>> others. This section as the 'fami,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"h 1, it is considered to mean <<TH>>e pedigree or pedigree. Lords",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"after <<TH>>e Meiji Restoration in Japan,",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,such as <<TH>>e do not allow the presence of hereditary arist,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,uch as nobility was born to mo<<TH>>er aristocrats. While not deny,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ing <<TH>>at you awarded the honor of honors, etc., this",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,is it is assumed <<TH>>at it finds as long as that do,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,on or hereditary position. By <<TH>>e Emperor and imperial presenc,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"al Chapter 1 of expressly for <<TH>>is section, be outside the sco",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"pe. In addition, pursuant to <<TH>>e provisions of the Civil Code",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,", but <<TH>>e Emperor of-laws also exist,-",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,laws of <<TH>>e Emperor is not hit in the ar,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"istocracy. It should be noted <<TH>>at, on the relationship that p",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,o be established according to <<TH>>e 'family origin' as 'a son of,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,public office politicians' in <<TH>>e law 'prohibits discriminatio,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ily origin' as a violation of <<TH>>e Constitution has been, it is",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,also <<TH>>e provisions of which are inco,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ry politicians regulation. In <<TH>>e enactment process of the Con,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"n of Japan, Emperor Showa for <<TH>>e abolition of the nobility, i",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,said to have been pointed out <<TH>>at 'Dojo nobility or can not (,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ot been made ing. In fact, at <<TH>>e stage of the GHQ draft and c",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ent draft outline as it is in <<TH>>e history of the following bet,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ween <<TH>>e nobility one generation of h,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"is lifetime has become a form <<TH>>at allows the Eishaku, and Kij",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ūrō Shidehara which was also <<TH>>e own Baron also strong in thi,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"od but it showed [1], (one of <<TH>>e Ashida modified) Modify pass",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,d immediately discontinued in <<TH>>e House of Representatives has,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,passed <<TH>>is on draft street which has b,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,een passed by <<TH>>e House of Lords is also the H,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,tatives. Law applied equality <<TH>>eory the meaning of 'equality,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"under <<TH>>e law', there is a concept of law conten",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ts equality <<TH>>eory (legislator restraint the,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ory), <<TH>>e meaning of equality there is a theory that theory th",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"at an absolute equality, <<TH>>e relative equality . In addit",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"mited enumeration and capture <<TH>>eory, there is a theory that i",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,nable grounds in accordance wi<<TH>> this provision on the nature,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"of <<TH>>ings, have construed the provisions of the intention",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,to ban <<TH>>e legal discriminatory treatme,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"nt. However, in Japan, <<TH>>ere was an incident on the law",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>at became unconstitutional by,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>e weight difference between li,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"fe, al<<TH>>ough the incident was a murder case.",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"in 1968, 29-year-old woman at <<TH>>at time killed the father at t",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"is referred to as 'Tochigi fa<<TH>>er killing incident,' 'Tochigi",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"fa<<TH>>er murder'. Next, I describes",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>e Chinese Constitution that came to make this test. It,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"citizens are all equal before <<TH>>e law (Article 33), 18 years o",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"f age or older citizens, e<<TH>>nic, racial, gender, occupatio",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"n, specifically <<TH>>at it is not discrimination by",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"<<TH>>e difference of the property, etc. set. In parti",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"cular, <<TH>>e provision of the own protection provisions ag",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ainst e<<TH>>nic minorities and women in Ch,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"period of time. However, even <<TH>>ough it has already been defin",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ed for equality by <<TH>>is Constitution, in China ther",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,e is inequality between e<<TH>>nic groups. The problem is Tib,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,problem. Disputes Tibetans wi<<TH>> the culture of church and sta,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"s as a human rights issue but <<TH>>e suppression of religion, fre",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,edom of <<TH>>e Tibetan people by the Chinese authorities. Tibet b,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"ecame of China in <<TH>>e late 18th century Hunt, Qing but has a",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,s remained in a state of hold <<TH>>e Dalai Lama Government Office,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"espite to have established in <<TH>>e Constitution for equality, C",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,gue sense of equality because <<TH>>ere is inequality between ethn,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ic groups. There is ano<<TH>>er point that I could not be s,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,atisfied. I <<TH>>ink that it is very wrong that no on,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,e on <<TH>>e Chinese internet appears to,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,address <<TH>>e sexist nature of the question. The test clearly a,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,ssumes <<TH>>e test takers are male. I thin,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,k <<TH>>at this is an obvious gender discri,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,mination <<TH>>at is happening in China. I fe,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,el <<TH>>at it is regrettable that this kind of men and women,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"atory test problem appears in <<TH>>e National Judicial Exam, whic",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,h anyone wanting to enter <<TH>>e judiciary or legal professio,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"In conclusion, by picking up <<TH>>e items on equality of Basic L",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,aw for <<TH>>e Federal Republic of Germany,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,lian Constitution and Fourteen<<TH>> Amendment to the United State,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,"itution, I considered what is <<TH>>e equality. Then, I think that",th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,<<TH>>e exam question in National Ju,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,is Inappropriate in terms of <<TH>>e equality of people's lives a,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
6345,d to incest against itself in <<TOCHIGI>> Prefecture Yaita. It is refer,Tochigi,Tochigi,Touching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6345,"red to as '<<TOCHIGI>> father killing incident,' 'To",Tochigi,Tochigi,Touching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6345,itself in Tochigi Prefecture <<YAITA>>. It is referred to as 'Tochig,Yaita,Yaita,Yalta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6346,e latest work. But the man in <<CHEWBACCA>> should not do such a act. Mor,Chewbacca,Chewbacca,Backache,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6346,ually this news was spread on <<SNS>>. Maybe it became a good publi,NA,SNS,TINS,ANS,SENS,SINS,SANS,SONS,SUNS,ENS,SIS,INS,SN,SN'S,SOS,S'S,NA
6351,", at first, this premise that <<EXAMINEES>> are male is wrong, but Chines",examinees,examinees,examiners,examines,examine es,examine-es,examine,amines,NA,NA,NA,NA,NA,NA,NA,NA,NA
6352,"peace seriously. For example, <<MALALA>> Yousafzai won it in 2014. She",NA,Malala,Malaya,Malarial,Malacca,Malaria,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6352,"eriously. For example, Malala <<YOUSAFZAI>> won it in 2014. She demand th",Yousafzai,Yousafzai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6353,"xample, Japanese companies of <<COMUNICATIONS>> business aim at expansion for",communications,comunications,communications,communication,communicators,commutations,communicative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6353,"to establish a communications <<INFRASTRACTURE>> in developing country. Thus,",NA,infrastracture,infrastructure,infrastructural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6353,switch.' - I agree with this <<OPONION>> too. As an issue that we are,NA,oponion,opinion,op onion,op-onion,onion,option,pinion,potion,NA,NA,NA,NA,NA,NA,NA,NA
6353,"for a lot. Certainly, we can <<RECEVE>> a scholarship, but there is a",NA,receve,reeve,receive,recede,rec eve,rec-eve,reverence,revere,recce,NA,NA,NA,NA,NA,NA,NA
6353,that Japan is still a society <<WHEREEDUCATIONAL>> record counts for a lot. Cert,where educational,whereeducational,where educational,where-educational,noneducational,educationalist,coeducational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,countries are different from <<DEVELPED>> countries in money and techno,developed,develped,developed,delved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,"of problems about order, for <<EXSAMPLE>> , aging society has progresse",example,exsample,example,ex sample,ex-sample,sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,". The developed countries for <<EXSAPLE>> USA ,Australia,and Japan and",example,exsaple,sapless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,"ke enough electricity to move <<FACTRY>>.As I have stated above,develo",factory,factry,factory,factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,ty has progressed rapidly and <<INSTITUSIONS>> that the old come in are in s,NA,institusions,institutions,institution,constitutions,constitution,insinuations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,"y decide not to use plants or <<MACINES>> that emit carbon dioxide, the",NA,macines,machines,marines,mainlines,cinemas,cinema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,e time when we concentrate on <<MATERIARISTICAL>> progress has ended. Now we ha,NA,materiaristical,materialistically,materialistic,imperialistically,materialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,"gh food and live in our homes <<SAFELLY>> and welfare is set minutely,s",NA,safelly,safely,safety,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,that this world stands . This <<TINKINGS>> also applies to the problem o,thinking,tinkings,tin kings,tin-kings,tinglings,takings,tidings,kitting,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,"should be a legal occupation, <<BACAUSE>> they have to aid many kinds o",because,bacause,because,cause,sebaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,"ion,race etc.... . This is an <<ESSENCIAL>> factor of modern society. Thi",essential,essencial,essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,"ntaged people, the physically <<HANDCAPED>> people etc...). Thus, they ha",handicapped,handcaped,hand caped,hand-caped,handicapped,handicap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,"s love me more than any other <<PEEPLE>> in the world, so I want to re",NA,peeple,people,peephole,peep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,"be treated regardless of sex, <<RERIGION>>,race etc.... . This is an ess",NA,rerigion,religion,region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,ant to repay an obligation by <<RESCUEING>> them. ' What is the problem i,NA,rescueing,rescuing,rescinding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,have to aid many kinds of the <<WEAKS>> (the economically disadvantag,weak,weaks,weals,weak,wreaks,tweaks,wakes,weeks,weans,wears,teaks,leaks,peaks,beaks,weak s,NA,NA
6357,"people, this question was not <<WITHDRAWED>>. I cannot believe this. I wan",withdrawn,withdrawed,withdraw ed,withdraw-ed,withdraw,withdrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6358,wer of money and the resource <<FREEWHEELINGLY>> without being disturbed in vi,freewheelingly,freewheelingly,overwhelmingly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6358,e difference is spreading and <<IMMOBILIZEING>>. A parent is a person of uppe,NA,immobilizeing,immobilizing,immobilize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6359,And I can not understand the <<CRITERIONS>> of this judgement.,criteria,criterions,criterion,criterion's,criterion s,critters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6359,rstand the criterions of this <<JUDGEMENT>>.,NA,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6360,ate one to know the students' <<SPRIT>> and resolution for their futu,NA,sprit,strip,spit,sprite,esprit,spirit,sprint,spritz,sprat,split,sprig,NA,NA,NA,NA,NA
6362,d I thought its test was very <<VEY>> terrible. Because I think tha,very,vey,bey,vet,very,veg,hey,fey,key,Key,NA,NA,NA,NA,NA,NA,NA
6372,e I did not know what was the <<CHEWBACCA>> and star wars in detail. Afte,Chewbacca,Chewbacca,Backache,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6372,"ut star wars and what was the <<CHEWBACCA>>, I could understand this news",Chewbacca,Chewbacca,Backache,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6375,inequity. I think that social <<HANDLINGS>> include inequity. For a viewp,handlings,handlings,handling,hand lings,hand-lings,handling s,handsprings,handshakings,changelings,NA,NA,NA,NA,NA,NA,NA,NA
6376,ample that Peruvian President <<FUJIMORI>> and the top of the Brazilian,Fujimori,Fujimori,Fujiwara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6376,An emigrant policy has <<TH>>e following intentions. The go,th,th,ht,Th,t,h,the,nth,tho,thy,eh,ts,sh,ti,ta,ah,tn
